HITId	tweet	directness
681	Just had two people in the street walk past me and chorus “chink ching chong” or some other limp dick racism. Extre… @URL	indirect
4367	“and don’t forget i’m a negro /	indirect
2704	@user harry I’m moving to London Tuesday 25th so you are welcome to go back to your country around that day or a few… @URL	indirect
772	@user \ud83d\udd2c\ud83d\udc48\ud83d\udc42\ud83d\udc41\ud83d\udc43\ud83d\udc41\ud83d\udc42\n \ud83d\udc4cAccording to my studies \n You are a huge cunt	direct
4501	Hate being a spoiled twat ugh.	indirect
2096	@user eurafrica but its 100% white	indirect
2634	@user That one retard before Frank ocean on Raf	indirect
4266	Flacco sounds like a fucking mongoloid out there going through his snap count	indirect
230	@user Yeah non-racists reflexively shout racist things. Late and the spic barista is too slow? Shout \u201cHey be\u2026 @URL	indirect
867	I think I need me a personal page on ig too much ratchet retarded shit I can\u2019t post \ud83d\ude29	indirect
1849	@user No your a retard on the till \ud83d\ude02	indirect
1636	@user Stop faggot i hate you	direct
5082	\I don't know what you expected of me im basically retarded\ @user	indirect
4037	@user @user Don\u2019t you get it? They turned their own country into a shithole. Let them into the US and they\u2026 @URL	indirect
4692	@user @user @user @user @user @user So what about the 'shithole countries' commen\u2026 @URL	indirect
5623	@user Extremely...looking at my neighbors braaing like you guys need to go back to your country	indirect
406	@user sion titanic hydra with steraks and demolition for a mastery is retarded and broken it's virtually unb\u2026 @URL	indirect
116	@user Fuck that defector.\nLA is a garbage town with a garbage fanbase.\nAlso fuck that ginger-bearded twat Turner.	indirect
1546	@user thank you ching chong lala \u2764\ufe0f\ud83d\udc93\u2764\ufe0f\ud83d\udc93	indirect
2979	@user People are retarded bro what can we do \ud83e\udd37\ud83c\udffd\u200d\u2642\ufe0f	indirect
3574	Comedian &amp; retarded \ud83d\ude01\ud83e\udd2d @URL	indirect
862	What a fucking cunt	indirect
5087	@user The susano'o of Obito you fucking faggot	direct
2202	@user thats how its spelt in the movie which i was quoting retard	indirect
3896	outside the snow if faling and ching chong	indirect
2950	And illegal immigrants could be in big trouble.	indirect
4309	@user fuck you retard	indirect
586	@user @user He a whole faggot	direct
1596	@user @user So many lawyers like keyamo out there a shithole country!	indirect
4475	Is that guy a mentally retarded?\ud83e\udd14 @URL	indirect
1687	Dont b retard see his body language. He is in gesture of respect. @URL	indirect
1919	@user @user Saying nigger is fine because it was said in 2017 right? LMAO	indirect
1798	this is what I picture when someone calls another person \mongoloid\ @URL	indirect
5122	That's retarded! You too cute to be single. \u2014 That's life. @URL	indirect
4936	the key to getting married is tricking a girl to do it within the first month before she realizes im not quirky and unique im just retarded	indirect
5457	@user Poor Sweden. Turning into shithole country. But those eurofruits don\u2019t want to help themselves so w\u2026 @URL	indirect
3263	Say cunt dammit!! \nIt\u2019s not a see you next tuesday ffs.	indirect
1574	this picture told me it has a thing for black girls and then called me a nigger for rejecting it @URL	indirect
5444	The use of the word nigger @URL	indirect
516	Lmao youre a faggot pussy if you pluggin girls hella fat just cuz they cute	indirect
1862	@user @user @user @user Kevin looks like a twat \ud83d\ude02\ud83d\ude02\ud83d\ude02	indirect
4872	@user @user @user Kno leftist women are by far the biggest domestic threat to our country. Nearly 3/4 of a\u2026 @URL	indirect
593	@user Did you go to work nigger?	indirect
218	I'm forced to deal with retarded people everyday.	indirect
1739	Everything was a spic from my nature of listening to alternative rock	indirect
1848	@user @user i still dont believe @user doesn't have that nigger to take her outWee need to investigate this thing	indirect
2262	your gonna put your hand in my ass? faggot.	indirect
1468	i’m calling army the cute nigger society now	indirect
2469	@user Meaning that ur country is not globally recognized or rather shithole	indirect
2188	He can keep it if he get on a horse in full armour and let\u2019s us commoners twat the shit out of him with a mace!!\u2026 @URL	indirect
5328	@user Don\u2019t be a faggot primo	indirect
1106	@user You really are a horrible cunt at times \ud83d\ude21	indirect
3779	Manny Machado is a chapped cunt...	indirect
4358	Why don't you worry about the BULLSHIT going on in your godforsaken shithole of a country and leave us alone to ca\u2026 @URL	direct
5104	@user @user Gonna track this fucker down and \defuse\ him. Dont want no ISIS members round me ends. What a twat.	direct
189	a pitchblende is a radius: mongoloid and superindividual	indirect
570	Fucking hell some of the monsters on Boro Fan TV are frightening. Deffo something in the water up there inbred smoggy mongy wankers	indirect
4487	@user @user @user @user Stop eating shit that will be better for your health.\n#mongol	indirect
752	i blocked her earlier for that tweet she clearly was drinking retarded juice.	indirect
3319	Whey hey the boring old trout mis pouting cunt has blocked me because she didn't like me telling the truth about\u2026 @URL	indirect
3543	Tory twat @URL	indirect
4923	@user @user @user You don’t like trump You can always go back to your country and be my guest	indirect
4060	@user lee hsien loong's chinaman criminal teck boon huat (chinaman harry potter) and malaysian tamil mosle\u2026 @URL	indirect
3996	What\u2019s worse Getting called a \u201cbitch\u201d or a \u201ccunt\u201d?\nLike for bitch\nRetweet for cunt. \nTrying to prove a point ladies.	indirect
380	*DEEP slave nigger sigh*	indirect
3298	Everyone is so busy helping refugees and illegal aliens who had… @URL	indirect
484	Amnesty for millions of illegal aliens	indirect
2535	@user Conway literally is the fabled feminazi of Limbaugh yore but in this case that means pretend feminist actual Nazi.	indirect
332	it hurts when you go back to your country and you speak the language then people ask you if you live abroad because you have an accent	indirect
370	It takes guts to stand up for your rights and not appear retarded.	indirect
2654	okkkkkkk so i completely forgot dick van dyke was in night at the museum \ud83e\udd28	indirect
2179	@user ching chong bong LMAOOO	indirect
1920	@user @user @user I detect retard in him @URL	direct
3769	Wish I wasn\u2019t such a twat to people when I\u2019m hungover like it\u2019s my own dumbass bitch fault	indirect
5632	Same reason people want to use ethnic slurs. Same reason people want to say faggot so bad. People want to do offens\u2026 @URL	indirect
1183	@user im a spic that is making you choose between two dead people wanna gotta die 4ever	indirect
3978	twenty minutes ago: hhhhhh go away you gigantic twat\nno: BRRRRR CARRY ME PLEASE I WILL DIE IF YOU DONT BRRRRRRRRR PLEASE	indirect
1547	Peace by Chocolate treats from Syrian refugees reach International Space Station @URL @URL	indirect
5040	@user I'll watch it when I get home you spic I'm in school rn.	indirect
1639	@user @user @user @user If Statesboro is such a shithole why is it twice as big as Boo\u2026 @URL	indirect
5427	@user @user @user Finally people are waking up. Illegal immigrants may be the new “voting bl… @URL	indirect
4032	I've been saying vice is garbage as well take the L faggot.	indirect
3627	@user Cheating cunt	indirect
260	@user when a boy is a gay retard ^ ~ kowalsaki anal ~	indirect
3448	shut up nigger — nah @URL	indirect
971	@user LOL who do u mean that ching chong guy? the rich dude from china who suddenly comes up at the campus ?	indirect
2449	This old dyke buying me a drink \ud83d\ude02\ud83d\ude02\ud83d\ude02	indirect
3140	You guys are comfortable being looked at as retarded by everyone? @URL	indirect
4094	@user Alrighty fine. I\u2019ll argue the way you\u2019re arguing. Hey listen shitface. You\u2019re a retard who doesn\u2019t know\u2026 @URL	indirect
853	This cunt ticks all the worst boxes. A bow hunter- so baits the animals fingers raised in a number 1 as if killing\u2026 @URL	direct
4087	@user Why would you put a picture of that cunt up ?	indirect
334	Stop retweeting and telling people that stupid guys name that made the retarded statement at twitch con. Idk why i\u2026 @URL	direct
932	@user @user @user Who isn\u2019t on FT you mongoloid	direct
3538	@user @user You\u2019ll be losing your teeth today cunt \ud83d\ude02 your address is everywhere what a \u270a\ud83c\udffb\ud83d\udca6 \ud83d\ude02	indirect
4881	You were right royal I am retarded you are right everything about me.	indirect
5240	It's okay to be white. @URL	indirect
1346	I hear y\u2019all out hear speaking on my name that\u2019s some faggot shit\ud83e\udd2d	indirect
4265	christians are so retarded @URL	indirect
1557	@user I'm fairness it doesn't help that every umpire in the mids prem is a full on retard \ud83d\ude02\ud83d\ude02\ud83d\ude02went with an au\u2026 @URL	indirect
2091	My car wasn\u2019t starting and like the faggot I am I called my father to help luckily he knew exactly what was wrong u\u2026 @URL	indirect
349	@user @user Stfu faggot	indirect
1167	Trump derides protections for immigrants from \u2018shithole\u2019 countries @URL Forget!	indirect
3183	This guy just needs to control alt delete him self what a fuckin dirtyyy arrogant uneducated cunt just wow @URL	indirect
1736	@user It was worded fine you weird cunt	indirect
3645	This article was so infuriating yet insightful about just ONE of the many ways that undocumented immigrants are vul… @URL	indirect
3303	Defining countries as \shithole\ encouraging reporters to be slapped around groping women because of your celebri\u2026 @URL	indirect
1163	@user shut up faggot atleast you have over 500	indirect
994	@user Never said you did dyke	direct
1529	Calling people a beaner or spic is the funniest shit ever	indirect
1963	@user You're such a brain dead retard. Yeah because a terrorist who kills a handful of people is comparable to w\u2026 @URL	indirect
4707	They BOTH got me fucked up if they think they\u2019re not paying for this though. Way to end a great fucking night with some stupid cunt shit.	indirect
1477	@user Still a fucking twat	indirect
5552	negro hairy pussy video classic mother fuck and son jayden… @URL	indirect
2697	@user @user @user No you're wrong. Trump said he didn't want immigrants from these 'shithole\u2026 @URL	indirect
4709	@user @user Please go back to your country no need to live here we need our jobs back	indirect
3096	@user Mate why dont u just message me like ffs instead of tourney sharking ur playing against retard on the worst rules of the game	indirect
3759	Les #migrants traversent la mer et trouvent les aides sociales	indirect
2109	A also want to know who done this monstrosity cunt needs to disappear x	indirect
923	@user @user He's gone you can't find him anymore you ching chong	indirect
114	@user talk to her then retard	indirect
3676	@user Evil cunt.\nPeople like this in our society.	direct
2746	they\u2019ll never get called spic wetback beaner etc. they\u2019ll never get pulled over and have the officer be racist.\u2026 @URL	indirect
2272	It's definitely a negro spiritual.	indirect
2872	why is it that every time I see a fine ass dyke she's always with a mediocre fem \ud83d\ude12	indirect
2050	@user @user @user @user Or this one about whether or not it’s “okay to be white”	indirect
154	What a fucking faggot @URL	direct
4683	@user That\u2019s how I feel with saying spic \ud83d\ude02\ud83d\ude02	indirect
4378	@user @user @user Florida is a shithole and the armpit of the United States. If it weren\u2019t for the Gulf\u2026 @URL	indirect
405	I can’t stand a mean-spirited nigger	indirect
4657	@user @user @user @user @user Haha. Not his first language negro	indirect
2503	@user You are retarded... Hazard &gt;SalahSalah has veen superb in the last three games and guess what ut\u2026 @URL	indirect
2033	Now after years and years and years of Chinese are racist red fingernails and ching chong shit they say that's a racist video.	indirect
5620	@user &gt;:^000000 u also speaking ching chong	indirect
805	You females look retarded when you keep taking back the same nigga who clearly doesn\u2019t want you	direct
1865	if there was any decency left in this shithole country at all richard spencer wouldn't be able to stick his hand o\u2026 @URL	indirect
3134	The only time I agree with this retard @URL	indirect
279	\u300aTouice\u300b \u300aching chang ching chong\u300b\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d @URL	indirect
5063	Stan's Mom: Stan what did I tell you about watching the Osbournes? It's going to make you retarded!	indirect
2197	@user you're turning our once great country into one of your shithole countries. When will your she\u2026 @URL	indirect
2193	@user @user Also answered your retard question u just didn\u2019t like it cos it hurts your little Wig\u2026 @URL	indirect
3588	Only the #LooneyLeftys can answer the last question! #DespicableDemocRATs #HollywoodHasbeens #HollywoodHypocrites\u2026 @URL	indirect
3078	@user Paris. November nigger	direct
3845	@user its rather clear i think\n\nhe'd rather that chinaman would have had a different reason	indirect
937	My dad got called a spic at the train and I\u2019m ready to fight the colonizer that said that	indirect
3180	@user mt mongol	indirect
5522	You and .@user are total idiots. Your accusers are both feminazi Never Trumpers who admit to being in a dr… @URL	indirect
5543	\...anti-Semitism betokens a retarded culture\\n- Frederick Engels 1890	indirect
3857	@user @user what does this have to do with some retard cutting across two lanes then stopping	indirect
5414	Some guy called me a spic at work. I hope his jaws heals up tomorrow so he can try me again	indirect
546	The chinamen's version of bigfoot is an exiled albino mongoloid with club feet and big hairy thumbs whom roams th\u2026 @URL	indirect
419	@user @user You retard \ud83d\ude02\ud83d\ude02\ud83d\ude02You were in the same special ed class as Floyd @URL	indirect
2850	.@user spic	indirect
1661	@user Trump immigration law \whites only from non shithole countries\\nTrump law	indirect
4945	@user Fuck off cunt	indirect
1360	@user Michael - I live in one of these 'shithole' countries and I can tell you that a caravan on their respective\u2026 @URL	indirect
3605	weepy woopy deepy doopy bing bong ching chong wicky wacky tow — why do asians speak the ching chong language	indirect
3474	@user Stockard Channing is in fabulous cunt island right?? I just saw Practical Magic for the first time an\u2026 @URL	indirect
5554	#naankuse #volunteerafrica #wildlife #conservation #fridays #animals #chac…	indirect
2466	@user Don\u2019t be a cunt then	indirect
2572	@user @user So if I fled this country with its impending shithole status I\u2019m sure European countries w\u2026 @URL	indirect
4638	@user ching chong bing bong bring dog to my kitchen	indirect
1682	@user Rainmaker on blackbelly makes me want to die\nlike why the fuck are there just these huge retarded shape\u2026 @URL	indirect
800	Sounds like ours is the shithole country. @URL	indirect
2134	This faggot next to me at the gym is a Sox fan and everyone looking at him like he\u2019s retarded	indirect
96	@user well my parents like\n'carikla ching chong guy in your college'	indirect
3115	share this lucky giant mongol no. 2 pencil to pass UPCAT!!! @user @URL	indirect
3202	@user His fans are retarded tho gotta say	indirect
1383	@user fuck off faggot	direct
3449	They're shithole countries. @URL	indirect
3315	talkin bout my baby gon look like a spic\ud83d\ude02\ud83d\ude02	indirect
1227	Some of my favs I took with Morgan today. Ly retard \u2764\ufe0f @URL	indirect
839	@user @user @user @user @user The IS is a third world shithole compared to other western countries	indirect
1055	@user @user Susan did I ask?? No so go back to where you come from ok \ud83d\udc4d \nAnd don\u2019t forget to buy and stream mono while you\u2019re at it	indirect
1187	Alls I said was faggot @URL	indirect
5218	*SGT with crazy retarded impossible time hack after PT* \u201cchange into OCPs be back at B co in 3 minutes fall out\u201d @URL	indirect
5254	@user You\u2019re a fucking cunt	indirect
2391	@user @user Unlike the previous regime that ran Punjab like the mongol Halaku Khan....	indirect
1872	@user It's just another mongy twitter account Shaun just report it for its racist remarks as I have jus\u2026 @URL	direct
4294	find the faggot\n\n\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\n\nyou can't? that's because the faggot is\u2026 @URL	indirect
882	This retard.. @URL	indirect
4705	@user That horse in shadow of the colossus is retarded	indirect
151	Dan Fife is the biggest retard in Laconia and it\u2019s not even close.	indirect
1259	African migrants crossing the Mediterranean now head to Spain after Italy’s blockade @URL via @user	indirect
2884	did i just read i cant read ching chong with my own two eyes @URL	indirect
3105	@user anytime being bullied i know what it is like to be insulted sometimes people yell retard or stuff at\u2026 @URL	indirect
3743	@user I mean every single comment is faggot this and faggot that. Just saying thats a lot of time spent worrying about anal\ud83d\ude05	indirect
985	@user No cunt watches it anymore anyway it's gone utter shite.	indirect
4904	We encountered the words “ching chong” &amp; “massieren” presumably coz we were a bunch of Asians.. these from non Asia… @URL	indirect
3241	@user A blind chinaman could be the offensive coordinator there.	indirect
1852	David Warner is a right royal twat but if the Hughes family are blaming anything other than a freak accident for t\u2026 @URL	indirect
606	Imad Wasim has the audacity to do a CR7 celebration. What an irredeemable twat.	indirect
703	@user @user @user look at the scoreboard you goddamn retard. \ud83d\ude02\ud83d\ude02\ud83d\ude02 i know you probably didn\u2019t make it past 8th grade but do the math.	indirect
413	Anyone that watches that movie Mid90s is a faggot no cap that movie is whack af lol	indirect
616	Choke on that one Fitzsimmons you cunt\n@URL	indirect
514	To people who say “immigrants need go back to your country” it’s not always that fucking easy. In some people’s ca… @URL	indirect
148	Why wasn\u2019t there this much interest in the Benghazi murders? Don\u2019t EVEN care about this raghead.journalist? Nah gun\u2026 @URL	indirect
5373	@user @user yes i demonstrates your point by mentioning how turkey sandwiches have made you a retard tha\u2026 @URL	direct
832	@user Was he a crusader or mongol?	indirect
5136	Holy shit what a faggot lmao @URL	indirect
1028	@user @user @user It was Caribbean immigrants and Caribbean slaves African slaves. Build the united… @URL	indirect
4006	go follow this retard @URL	indirect
2877	Boxer Brown con collar negro perdido en la carretera 429 de Rincon. La ultima vez que lo vieron fue a la 1… @URL	indirect
1135	@user @user @user mongol will always have a spot in any of my teams	indirect
2302	@user drunk retard or high retard who will win this battle it's me btw	indirect
5009	Why does this mongy cunt Ashley Young keep fist bumping everyone grow up mate	indirect
251	@user Are you a chinaman or a wetback? Looks like a combo to me.	direct
440	@user Holy shit people are retarded. It's Halloween folks and blood doesn't look like fucking cherry syrup.	indirect
778	white people i am not your nigger you got that?	indirect
2508	Lakers are ass without Lonzo I swear rondo plays retarded sometimes	indirect
4889	Trump supporters are sending mail bombs &amp; shooting up synagogues but we can't call a woman a cunt or it's uncivilized #Pittsburgh	indirect
2641	@user @user dirtiest chinaman criminal lee hsien loong inciting racial hatred when his malaysian chinamen\u2026 @URL	indirect
5185	@user He did a good job on your bantu ass bet you too retard\u0117d to even know that.	indirect
2028	@user @user We dont need mongy fans like you at the club slagging a player off to get likes on social me\u2026 @URL	direct
4080	@user Yeah he\u2019s basically saying stfu you twat	indirect
4150	your Master is here so get on your knees and tribute\nMaster Khaled needs his cock worshiped #slave #cuck #faggot\u2026 @URL	indirect
1277	@user i'd watch but i'm in school and should probably be paying attention so sorry doorbell ding dong pink fong wing wong ching chong	indirect
3502	@user @user @user Lol but I countered what you said and then called you a mongoloid	indirect
4212	Wow watching the documentary I Am Evidence on sexual assault cases.. No wonder rapists believe they can do whatev… @URL	indirect
661	Fucking retarded ass people man	indirect
4365	@user Fuck off you dumb cunt	direct
4402	@user @user I'm middle aged. I love you too white women. It's okay to be white.	indirect
5233	@user @user still no mc raghead	indirect
2733	Mahh nigger you killed it	indirect
532	@user @user You ching chong wing kong mofucka!!	direct
3116	its okay to be white but it's not enough - Talia Lavin	indirect
1863	@user I fucking invited you twice you mongoloid	direct
4176	Having lived the 90s growing up as a skater using derogatory terms like \fag and faggot\ (accurately or inaccuratel\u2026 @URL	indirect
1651	paging dr. faggot...	indirect
1280	@user \can it retard\ is my go to	indirect
4372	@user well did you call it a faggot back?	indirect
3634	yeah thats going to help! Talk about retarded. What do they want a swarm of violent morons to storm their own j\u2026 @URL	indirect
5607	@user Hi little nigger how are u	direct
165	@user Yep; that's the quid pro quo for Peters supporting more refugees	indirect
5103	thanks to the historic global warming that i signed into law your shithole countries are going up your DACA are g\u2026 @URL	indirect
3657	LMFAOOO ain\u2019t gun lie dis is dead me ima frail dyke \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d I beat Niggaz up doe so there\u2019s dat @URL	indirect
5403	cum at me bic ching chong @URL	indirect
2838	Shoot your shot you lil faggot bitch. Ya girl seen me tonight and knows what\u2019s up with it. You got something to say\u2026 @URL	indirect
3452	@user Well he asked me is it that popular ching chong band..	indirect
3363	In a way I think Trump himself would be too retarded to work for Putin lol	indirect
887	@user @user Thats that 80's ode to 'shithole' countries yes?	indirect
1910	@user Back in the 70's I was taught that the correct term was retarded and the bad word was mongoloid. Now it's changed.	indirect
3274	@user This is fake empowerment men are people too	indirect
4719	Being called a \u201cdumb faggot\u201d at Taco Bell at 2 AM was not a way I wanted to end my night but here we are. Spread po\u2026 @URL	indirect
2301	my hobbies include being the table entertainment in art dressing like dyke basketcase and missing tpobaw	indirect
4661	Time and time again #Dumpf shows himself as an ignorant twat yet still people support him. I seriously do not unde\u2026 @URL	indirect
3382	He\u2019s a twat. @URL	indirect
3302	Not forgetting the tens of billions EU immigrants have sent back to Eastern Europe who pay nothing.	indirect
2116	@user @user @user Stop attacking journalists science other - shithole- countries and p\u2026 @URL	indirect
814	@user Do you think orthodox spin is getting dull or leggie and chinaman spinners are getting overrated	indirect
142	Unreal crawling into bed after a 13 hour nightshift and then next doors yappy little cunt off a dog wakes up \ud83d\ude44	indirect
5577	No. It\u2019s calling acting u twat. @URL	indirect
2827	@user He was a trump hater retard its like you race to be the first person to say the dumbest shit trumps daugh\u2026 @URL	direct
3925	\u201cdon\u2019t call me sis\u201d \u201cim a boy not a girl\u201d you still a faggot shut up	indirect
84	@user @user Yeah as long as West ham fans are ok .fuking retard	indirect
253	Lmaooo if one more kefe says I look like this cunt I\u2019m gonna lose my shit I swear hahahahahaha. @URL	indirect
2074	This is why I support a \u201cracist\u201d but I\u2019m an Uncle Tom a spic and a sellout for supporting a better president. @URL	indirect
2940	@user It’s true but there was a report today that said there are 22 million illegal aliens in the US and in… @URL	indirect
4164	Why would you leave your shithole country that you hate yet wave the fucking flag of that country as you march awa\u2026 @URL	indirect
1914	Time is moving so slow. And I\u2019m already an impatient person naturally..this is retarded	indirect
4452	@user @user This is what the Democrats do. It's no wonder they support illegal aliens. Because th… @URL	indirect
1462	So any criticism of Soros is actually an attack on all Jews? \nReferring to a globalist is akin to saying \u2018dirty jew\u2026 @URL	indirect
525	can\u2019t believe she said faggot and the n word and everyone was like ^____^	indirect
4918	@user @user It's a lynching! No wait. OK it's not a lynching but it's a deep state feminazi conspiracy! Yeah that's it.	indirect
1129	Dave Roberts is a fucken retard	indirect
2682	feminazi fake news. @URL	indirect
5367	Bby faggot stop getting me black balled	indirect
1235	@user @user @user @user Are you saying that Nauru is a shithole? Are you criticizing\u2026 @URL	indirect
3880	refugees: [Displacement increases the risk of #statelessness - Living in limbo: Europe's stateless refugees @URL via @user	indirect
3488	@user None of his mongoloid children are worth that much.	indirect
2874	Even this fucking retard knows @URL	indirect
423	@user What country are these invaders about to turn into a dystopian shithole? \ud83e\udd14	indirect
422	@user Tbh as long as u don\u2019t look mf retarded idc but it\u2019s their personal lives ppl can do what they want ya\u2026 @URL	indirect
4191	@user Hey Riotgames I got permabanned yesterday for saying ching chong im chinese in game so I was just won… @URL	indirect
4533	@user ching chong right back ya	indirect
3639	A lot of people #WalkingAway today. Dems exposed themselves. I think even illegal aliens and dead people will now vote red!	indirect
2924	just made another faggot cum who wants to play cup pong	indirect
1283	Hello Justin Bieber-I say ching chong nippon sometimes	indirect
1019	@user @user @user Grown ups show their faces and use thea names.mongoloid	indirect
4902	Is it me or does anyone else make them wah ching ching chung choo ching chong noises when you try to copy a few kung fu moves?	indirect
3461	Donald: We're being invaded by brown people from shithole countries! Help! And liberal angry mobs &amp; Democrats are t\u2026 @URL	indirect
4498	Imagine our school having a gender swap. It would all fun until the gay boy does it. Then he\u2019d be called a \u201cfaggot\u201d\u2026 @URL	indirect
5462	@user Im a mongol at heart	indirect
3548	So Gareth is a massive twat then? #MAFSNZ	indirect
4950	idgaf who don\u2019t talk to me i talk to myself im retarded \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d	indirect
2289	What a cunt \ud83e\udd37\ud83c\udffb\u200d\u2642\ufe0f @URL	indirect
2714	2v2s are literally who can be more of a retard dude deadasss	indirect
5183	Using bombs to intimidate voters is only common in shithole countries. What a sad day. \n\n#MAGABomber	indirect
5508	@user @user @user @user dont ask faggot	indirect
4803	@user Aditi go back to where you come from. You dont even reside in Cleveland. Do you even like yourself? D\u2026 @URL	indirect
4089	Quit asking me dumb fucking questions about sales.\n\nIf you're going to ask me the worlds most basic fucking retard\u2026 @URL	indirect
471	anyone that thinks this country isn't a fascist shithole should watch the live version of cops they air on weekends	indirect
1294	i got the most gook fresh off the boat ching chong haircut today and half my body wants to rebuke it while the othe… @URL	indirect
4522	@user Yeah just a cunt. Going too far for bites. Just not needed	direct
1044	Cos the nigger slave isn't worth a thousand lines of code.	indirect
2549	@user Scruffy Taffy cunt..!! From wales you sheep shagging nonce! You lot aren\u2019t worth anything you all got le\u2026 @URL	indirect
1763	@user @user Ex6 can suck a dick can't even have a good t side fucking big retard wonder how Ldlc suddenly b\u2026 @URL	indirect
3100	@user @user Islamists have allied themselves with every leftist terrorist movement and absolutely n\u2026 @URL	indirect
2846	Ha ha witness me bouncing about like a fat lardy twat down the front in this clip \ud83d\ude02\ud83d\ude01 @URL	indirect
1595	@user exo said fuck nigger lives and left	direct
2751	@user @user If a nonwhite person tells a white person it's okay to be white who becomes a white… @URL	indirect
3275	@user @user Does that mean they come from shithole countries?	indirect
3893	@user @user i guess you didn't call me a dirty jew so that's a step in the right direction	indirect
2859	@user career criminal chinaman \regular talker\ did mention audibly enough last quarter 2014 about al qaida\u2026 @URL	indirect
2881	all #kpop is auto-tune ching chong	indirect
5308	@user Slimy maybe but that\u2019s just because I\u2019m a spic but boring? I could never! Boring sucks	indirect
2067	@user @user I cant see anything this spic kitty tweets hes got no balls just blocks me	direct
3033	@user @user open mongol	indirect
2132	Really wish that chinaman wouldn't have blown up my dog because of gamergate	indirect
1673	@user I feel like such a fat cunt	indirect
2520	@user that cat is a boy faggot	indirect
1507	@user @user @user Yes u uneducated spic	indirect
2330	ching chong chang im tired	indirect
1484	But he's our cunt! #LUFC @URL	indirect
5010	her left incisor can't be a faggot #kek	indirect
1906	@user @user @user @user @user Then apologize for calling me a raghead.	indirect
73	What a cunt. @user Will you report him for blasphemy? @user @URL	indirect
5314	Non mais genre. Blague sur les migrants. Je l'aime de plus en plus @URL	indirect
4514	@user why aren't you calling out the shithole countries the immigrants are coming from if these countrie\u2026 @URL	indirect
2390	@user Deleting all my past posts since 2001 where I use the term \u201craghead\u201d \u201ctowel head\u201d and \u201ccamel fucker\u201d\u2026 @URL	indirect
3197	@user Only person who would do this is a retard.	indirect
4143	@user Cus you\u2019re a mongol \ud83d\ude0a	direct
3480	look man I'm sorry I'm such a faggot hoe	indirect
842	@user @user You're gonna be a great chinaman.	direct
1672	ching chong i absolutely	indirect
4720	Oh now he wants the \u201cvictims\u201d to sit down and talk with him in an open conversation. The twat. @URL	indirect
4411	iron lung blimp by cat soup @URL	indirect
286	If your tweeting asking what time is it you are an awful cunt!!!! #JusSayin	indirect
2315	And turning our country into the state of many European cities a shithole ! @URL	indirect
5540	Welcome to the fam ching chong	indirect
2519	Just call me nigger and get it over with @URL	indirect
9	@user Still a bitter cunt. Why so much interest in arsenal? He isn't the only player to player fod us and get sold.	indirect
430	Bro why was tiktok created that shits retarded some of the ads they put on IG makes me wanna die	indirect
439	Go home raghead! @URL	indirect
1479	An absolute cunt of a human being @URL	indirect
3764	@user @user That was fast. 2hrs ago I replied to a tweet saying his negro moment was about to arrive. Ma… @URL	indirect
1439	Is that your problem Frank? Or you a faggot? Hey go eat your mothers asshole out. Hey - fuck you fuck your f\u2026 @URL	indirect
3760	\ud83d\udd2c\ud83d\udc48\ud83d\udc42\ud83d\udc41\ud83d\udc43\ud83d\udc41\ud83d\udc42\n \ud83d\udc4cAccording to my studies \n You are a huge cunt	indirect
4949	Damn immigrants and thier songs. Must have Led in his throat. :cough: #DQ11 @URL	indirect
2961	@user \too many\ \ud83d\ude48\ud83d\ude48\ud83d\ude48 What an absolute retard he is	indirect
845	@user Evidence of shithole country land &amp; they are going to leave evidence in our Sacred rivers lakes oc\u2026 @URL	indirect
5208	Only Leicester i like is the cheese fucking yobbo cunts	indirect
2270	@user Your cousin called. She has some news. Y\u2019all are having a mongoloid baby boy.	direct
4693	illegal aliens you mean undocumented immigrants #RIGHTON #KWEENANNALISE #HTGAWM	indirect
675	ching chong chinamen sittin on a fence	indirect
1347	Btw....Machado is SUCH a twat!!!! #EverybodyIn @user	indirect
1847	@user @user @user #florida is a shithole country. Yeah as in it's NOT part of the US\n3 killers in on\u2026 @URL	indirect
4897	@user @user Ya just like we did with your negro president	indirect
