id	tweet	annotator_sentiment
3697	@user What a twat!	sadness_disgust
2943	@user They don\u2019t bother me if we\u2019re close and stuff but people constantly make ching chong jokes and I just hj\u2026 @URL	anger_sadness
190	@user What a soulless fucking twat.	anger_disgust
567	@user Wrong game retard	anger_fear_shock_sadness_disgust
2614	With Megyn on this \u2014who cares what Lew says\u2014ain\u2019t even a real raghead but\u2014\ud83d\ude0f @URL	anger_indifference
85	@user @user @user Trump is an orange Presbyterian you mongoloid.	anger_sadness
5184	@user yt men created the “out of africa” theory. marcus garvey was an agent. funded and schooled by yt so called jews	anger_confusion_sadness_indifference_disgust
446	@user @user It\u2019s almost Mueller time shithole (term YOU used referring to 3rd world countries)!!!	confusion_indifference
754	When rapes increase due to the influx of primitive immigrants. #Capitalism kicks in to save the day. @URL	anger_disgust
3828	You still want to see if I was a spic from my picture	anger_confusion_fear_shock_disgust
3918	@user @user @user @user Liberal fantasy. Lincoln would never dye his hair dyke blue\u2026 @URL	anger_fear_shock_indifference_sadness
4486	I\u2019m a proud member of retard gang	confusion_disgust
389	you a faggot my lady will never fuck you\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d	confusion_indifference
2234	@user Tell the twat who thinks that to f*** off. I think your series is great and I gain a lot in my game from watching you	anger_confusion_sadness_shock_disgust
3714	Must be a real \u201cshithole country\u201d where you have to carry arms at a religious ceremony @user	confusion_sadness_shock_indifference_disgust
624	@user Dude is still a twat waffle	shock_indifference
1265	@user Oh shit ching chong	shock_disgust
2621	@user at Watergate some guys punched me for being a \faggot\ but the managers turned me away for \causing\ problems	sadness_shock
2072	@user @user Guess \shithole\ country is a matter of perspective.	anger_fear_shock_indifference_disgust
4252	Getting illegal aliens to stay home in fear is a good first step. Next we hope to move onto them self-deporting in… @URL	anger_indifference
2216	You never go full retard. @URL	anger_shock
910	@user @user @user @user @user @user Ya mommas a bitch faggot. \nThe Bos\u2026 @URL	anger_sadness
961	@user No one gives a crap about this raghead!!	anger_confusion_shock_indifference_disgust
5495	Glenn Hoddle rushed to hospital after collapsing. \n\nWhere's your god now eh Glenn? You been a cunt in a past life\u2026 @URL	confusion_disgust
3435	Lol...got his negro ass right outta there @URL	sadness_disgust
1952	@user She\u2019s one attention seeking cunt.	anger_confusion_fear_indifference_sadness
3579	@user @user It better be flames nigger	anger_fear_indifference_sadness_disgust
3011	As bad as calling them spas or mongol. Offensive on many levels @URL	sadness_fear
670	@user But he didn\u2019t call them criminals and rapist! What about where he says they are from shithole countries? I\u2019m confused.	anger_fear
3997	@user Wtf?!! This event isn\u2019t even in KSA. \nWho\u2019s the mongoloid that owns this dumb account.	anger_confusion_fear_sadness_disgust
210	@user The director must be a retard	shock_disgust
3643	Never go full retard @URL	anger_sadness
2837	@user @user Witch muslim country is not a shithole? #crickets	confusion_fear_shock_indifference_disgust
4655	@user @user Wdym he\u2019s piping up like he\u2019s ever done anything now see you and your mongy mate	sadness_indifference
4324	Illegal immigrants are going to destroy America. Saddest thing really.	anger_indifference
898	Kpop Stans with purple dyed hair in cosplay came up to me today and pulled their eyes at me and yelled Ching Chong go back to your country	anger_indifference
504	@user I was gonna go to steeres you mongoloid	anger_fear_indifference_sadness_disgust
2150	@user Yes you are a mental retard.	anger_confusion
3316	Cuz I walk around like that nigga finger on the trigger nigger want this smoke I’ll aim at his liver (Boom) @URL	anger_sadness_shock_indifference_disgust
908	i meant be \ud83d\ude14\ud83d\ude14 turns out I\u2019M the illiterate faggot how sad	anger_sadness_shock_indifference_disgust
3824	rt/like to be in a ramuda gc \n- appreciate pink gremlins 24/7 \n- don\u2019t be a scabby cunt ok be nice to each other pl\u2026 @URL	anger_confusion_fear_shock_disgust
3081	@user Bloody retard.. :)	sadness_disgust
2420	On God I\u2019ll become a dyke for you @URL	anger_confusion
846	@user Because you\u2019re a twat!! Anymore questions ?	confusion_indifference
2596	I swear some people are so retarded to the point where the don\u2019t let you explain yourself and just go \u201cfuck you\u201d an\u2026 @URL	anger_fear_shock_disgust
2929	@user You calling me faggot when you've slut on your UN\n\nHola go earn some money sucking ma D \ud83d\ude18	anger_disgust
3025	Why do Democrats choose to put illegal aliens…	fear_shock_indifference_sadness_disgust
4288	Who was a twat? Gary was a twat \ud83d\ude48	confusion_disgust
1683	@user Wanna be spic.	anger_confusion_sadness_indifference_disgust
3546	@user whats this ching chong bling blong	sadness_disgust
177	=D =D =D =D =D\nI want this bloke on site (The chinaman)!!! LOL =D =D =D @URL	anger_confusion_sadness_shock_indifference
565	I can't wait to boo the theme tune later lads it's what the big European nights are all about! If you're mongy as fuck that is	anger_fear_shock_sadness_disgust
897	sabrina claudio would have to call me a nigger to my face for me to stop listening to her music	anger_indifference
3652	Translation: \How do I imagine him? Very simply: just like a gay man can be a faggot a Jew can be a kyke. That's my my world.\	anger_sadness
765	Naruto Ino is certainly an Altaic retard.	anger_confusion_sadness_indifference_disgust
676	You\u2019re going to try and come for a faggot? Your ged education will not be helpful. I\u2019ll read all of you so quick it\u2019s not funny	anger_disgust
714	@user Matt your dad is a judge...You are privileged you twat.	anger_indifference
2939	@user @user @user Do ching chong live in other dimension? @URL	anger_disgust
2108	@user Of course. Only a dishonest leftist moron or an outright terrorist sympathizer would fall for this u\u2026 @URL	anger_sadness_shock_indifference_disgust
5322	@user Don't ask us. Ask your twat mate in the White Hoisr !	indifference_disgust
5058	Talking down at the 'public' condescending twat @URL	anger_confusion_fear_shock_sadness
5484	@user Go do some work negro!	anger_sadness_shock_indifference_disgust
602	@user @user Trump\u2019s comments about shithole countries his overgeneralization of Mexicans Musli\u2026 @URL	confusion_fear_indifference_sadness_disgust
1073	@user And u look retard from the face itself \ud83d\ude02	sadness_indifference
4219	it\u2019s clear as day that my dads stupid cunt girlfriend don\u2019t like me whoops oh well betch \ud83e\udd37\ud83c\udffb\u200d\u2640\ufe0f	indifference_disgust
1992	she said leave dirty spic	anger_disgust
231	here\u2019s ur question faggot \ud83d\udc96 - from another faggot \u2014 there isnt a fucking question here faggot @URL	confusion_fear_shock_indifference_disgust
5394	@user He's right retard.	shock_disgust
1563	@user Hey I thought you hated being called a retard???	indifference_disgust
990	@user You forgot to say it confuses slay Queens as to whether to stay with the nigger with Mulla or Stic… @URL	anger_shock
5625	my little cousin said i look like a dyke.. uh oh.. they\u2019re on to me	anger_fear_shock_indifference_disgust
3651	He really hates our club what a twat! @URL	anger_sadness
2263	@user THAT is the goal of the DNC... import and addict immigrants towelfare programs in order to guarantee… @URL	indifference_disgust
1132	Unrelated to cum sandwiches but I just want to state how fucking dumb e-dating is and just how retarded the culture surrounding it is	sadness_indifference
1591	piers morgan is a fucking faggot\nwe all know this\njust point n laugh	sadness_indifference
2144	Why is Shadman a bone nigger?(edited)	anger_sadness_shock_indifference_disgust
1421	@user We visited Taiwan once!I hope we can go back to your country someday	anger_shock
840	@user @user I\u2019m jump on tonight we need to talk you sick cunt	sadness_disgust
4391	This was the talk according to Cristiano during this challenge:\nKoke:\You're a faggot\\nCristiano:\I'm a billionaire\ @URL	anger_confusion_shock_indifference_disgust
5027	Haha @user has gone full #retard \ud83d\udc4c	confusion_fear_indifference_sadness_disgust
1627	I like how you had to retweet my comment instead of just replying to it. Quit being a faggot and fucking reply next\u2026 @URL	confusion_sadness_shock_indifference_disgust
19	@user Unaccounted illegal aliens are happy. Tufail is one	anger_sadness
5585	axl the most retarded movie ive ever seen so far - what a story	indifference_disgust
2268	also followed up by the running is just extra homo like we get it faggot	sadness_disgust
4853	honestly trotsky was a mongoloid. In the part of his book about storming the winter palace he described the weather\u2026 @URL	confusion_indifference
267	This is accurate. Thank u nigger twink @URL	confusion_sadness_shock_indifference_disgust
2574	@user 3 days until you come to Arkansas \ud83e\udd24\ud83e\udd24\ud83e\udd24 faggot	sadness_fear
1674	@user bra I have a crush on a girl named London and she has a crush on another kid (he\u2019s a retard) lol and I\u2026 @URL	anger_fear_indifference_sadness_disgust
3381	@user Most of us have no desire to learn shithole country languages. French is unpopular with teachers bec\u2026 @URL	fear_disgust
3871	Dave Roberts is fuckin retarded! \ud83d\ude44\ud83e\udd26\ud83c\udffe\u200d\u2642\ufe0f\ud83d\ude44\ud83e\udd26\ud83c\udffe\u200d\u2642\ufe0f\ud83d\ude44\ud83e\udd26\ud83c\udffe\u200d\u2642\ufe0f\ud83d\ude44	shock_indifference
4651	@user what exactly are you trying to prove with this? How despicable you are? That #NYC is anti-christian ant\u2026 @URL	sadness_indifference
916	@user sure ugly fucking faggot \n\ni have determined YOU ARE WORSE THAN ME DISGUSTING BUGEYE LOSER LMFAOO @URL	sadness_disgust
3973	@user @user you\u2019re not getting it. it\u2019s the fact that \u201cretard\u201d shouldn\u2019t be used as an INSULT because i\u2026 @URL	anger_fear_indifference_sadness_disgust
4886	nothing stirs the emotions quite like reading the retarded replies to Trump tweets	sadness_shock
2069	I see Ian Brown has handed your arse on a plate @user . \n\nAs you were ya plastic Manc twat.	anger_sadness
1795	@user The names say it all he is fucking retard dont waste time on those looser instead of praying for Leicester city helicopter crash	anger_confusion_sadness_shock_disgust
1966	When I act normal girls don\u2019t notice me. When I act retarded girls think I\u2019m retarded but that\u2019s my only skill s\u2026 @URL	anger_fear_shock_sadness_disgust
3715	@user @user Everything gay to yo faggot ass	anger_indifference
2504	Words I overhear between two guys while walking home.\n\nMan 1: \u201cLook at this faggot.\u201d\nMan 2: \u201cYou are what you eat.\u201d\u2026 @URL	anger_confusion_shock_indifference_disgust
2700	@user @user Nah Im not a feminazi .... I dont think men are toxic and trash	shock_indifference
3701	mom bought me a faggot	anger_confusion_fear_indifference_disgust
1118	@user Good luck you mongoloid	anger_sadness
4574	@user Look at your very first tweet man. Not THIS thread. You Fuccin cunt of an idiot.	anger_confusion_sadness_shock_disgust
219	@user It\u2019s better than being a faggot	anger_sadness_shock_indifference_disgust
4179	I also learned from a teacher at the same school that nigger just means ignorant person. And I held onto that bel… @URL	anger_sadness_shock_indifference_disgust
4346	@user Wow Middle East Africa and South Asia? All the shithole countries are gathered together to walk a thou\u2026 @URL	anger_disgust
3894	\Shut up you fat sweaty mongoloid. You never get higher than a D.\ - Stan #SouthPark	anger_confusion_sadness_indifference_disgust
2191	Am I the only cunt who hasn\u2019t been pumpkin picking?	sadness_shock
1002	@user @user @user @user If they do their country wouldn't be a shithole. Imagine our\u2026 @URL	anger_disgust
2026	@user Oh my	sadness_indifference
607	@user - virtue signaling retard who comprehend the term intent @URL	confusion_sadness_shock_indifference_disgust
4398	yeah ok nigger @URL	sadness_shock
2510	You are a dangerous cunt. @URL	anger_fear_shock_indifference_disgust
1089	Pepper soup is overrated \ud83d\ude12 and sugarcane is underrated \ud83d\udc95	anger_shock
4727	In fact wire wood young and now —Elf refugees.	shock_disgust
3165	@user @user @user @user Ya\u2019ll they aren\u2019t even mexican their from spain for crying out loud\ud83d\ude02	indifference_disgust
4104	@user Well buddy did it to himself. He salty on the low \ud83d\ude02\ud83d\ude02\ud83d\ude02. He let a chinaman beat him plus that channel s\u2026 @URL	anger_disgust
5492	@user @user @user @user TRUMP wants u terrified\nOf immigrantsOf DemsOf \shithole\ co\u2026 @URL	anger_confusion_fear_indifference_sadness
3320	finally japanese songs are no longer the typical ching chong sound for me	confusion_fear_shock_indifference_sadness
3061	15 mins into netflix &amp; chill and he called me a faggot	anger_sadness_shock_indifference_disgust
5404	@user I'm liking Ireland. If the UK insists on continuing to make itself a shithole it will at least serve as a\u2026 @URL	anger_disgust
3367	@user @user @user That's the point! It's only in a shithole country that you get to become\u2026 @URL	confusion_fear_indifference_sadness
3387	This video just called me a spic	fear_shock_indifference_disgust
3155	@user I make offers 24/7 you deny 24/7 faggot	anger_sadness_shock_indifference_disgust
5293	@user *feminazi sorry I know not all feminists are crazy	anger_fear_shock_indifference_disgust
1531	@user I support crackdown on illegal immigrants... for NUMEROUS reasons.... but a wall? Won’t stop anyt… @URL	anger_disgust
2397	@user @user Nope. I didn't use any mongoloid there. It's solitary to Go. I know that. There are wor\u2026 @URL	confusion_sadness_shock_indifference_disgust
5032	Nothing would make me happier than a video coming out of this cunt being shot while he sleeps. What a shocking wast\u2026 @URL	indifference_disgust
1295	@user @user anime is ching chong	anger_fear_shock_indifference_disgust
4770	@user I got it from a negro	anger_confusion_fear_indifference_disgust
4010	Found the faggot. @URL	anger_confusion_fear_shock_sadness
3547	@user @user @user If anything your probably the gayest out of the entire faggot group with the mos\u2026 @URL	anger_confusion_shock_indifference_disgust
5342	At this point I can\u2019t tell if I\u2019m fucking brilliant retarded or completely average. I guess time will tell.\ud83e\udd80	confusion_sadness_shock_indifference_disgust
572	Steve is such a little cunt #TheHauntingOfHillHouse	anger_sadness
3532	@user u retarded or sumething libtard?	anger_disgust
705	@user Eyup. I can't even name my Arcanine ' Spicy Doggo ' because it has the word ' spic ' in it.	sadness_disgust
4213	He also believes slaves were immigrants. He's a fool and a disgrace to the injustices done by *his* gop white peop… @URL	confusion_indifference
2261	@user Do it you twat and make sure to add some beans you degenerate	indifference_disgust
1878	@user @user Oh look another jumped up feminazi looking for sexism when it isn't there.	anger_disgust
4752	@user I'm retarded	anger_confusion_sadness_shock_disgust
4525	@user Hot damn can I catch a retard candle	sadness_shock
4181	maddenbishop is the biggest faggot ever	anger_fear_indifference_sadness_disgust
213	America will go into official bankruptcy quicker due to the many illegal aliens:	confusion_sadness_shock_indifference_disgust
4132	@user @user You negro you ... @user	sadness_shock
658	@user @user Then why come here to change America into the shithole country they are fleeing from? May\u2026 @URL	shock_indifference
107	@user @user Shut up retard \ud83d\ude02	confusion_shock_disgust_anger_fear_indifference
3518	@user little nigger make moooves	anger_disgust
1702	shut the fuck up faggot @URL	sadness_indifference
1917	@user i don’t give a f*ck about your little ching chong k pop dude. hopefully in his next life he can actually SEE and SING	shock_disgust
2415	This is true. Especially with music. Taking a class on rock history and “American” music started with negro spiritu… @URL	confusion_disgust
4617	@user futurama made people less retarded than the simpsons	shock_indifference
4406	@user @user You senseless unthoughtful cunt. A father husband and son may of died and all you care about\u2026 @URL	indifference_disgust
1007	So I guess they had to make a mongoloid version of TMNT \n\so no one would be offended\ #TrashAnimation #riseofthetmnt	anger_disgust
3670	give me a bite nigger	confusion_fear_indifference_sadness_disgust
1212	your faves would spit on you faggot \u2014 actually no bts wouldn't they've openly supported lgbtq+ many times in the p\u2026 @URL	confusion_disgust
3583	I went back home after 20 years\nwas my dream to live in my own country where retarded ignorant inbred monkeys don't\u2026 @URL	confusion_disgust
950	Probably the same reason it’s okay to be white.	sadness_disgust
4676	@user nyc is a shithole country in of itself my god how quickly they destroyed wheat rudy did to build shameless	indifference_disgust
120	A feminist just called me a fat twat.	anger_sadness_shock_indifference_disgust
4315	for the past 10 years you homo faggot bitch queer nobodies loser aka everybody in the USA for the most part have\u2026 @URL	sadness_disgust
1152	Lastly I saw someone that understands hthe La Masia treatment same way I understand it under this retarded board... @URL	anger_fear_shock_indifference_disgust
4652	\Retarded\ is desensitized and people who get offended by this are retarded.	sadness_indifference
2648	being a tribal an indian and a mongoloid at the same time is facing racism from three fronts. and let me get this\u2026 @URL	anger_indifference
3511	Mans saying 28/29 like he’s a yute? Get that nigger outta here man @URL	anger_disgust
2135	Just imagine a president without simple academic qualifications... see this country is a shithole.. no lies	anger_sadness
3221	People who waste their time arguing covenant rules of group other than their own are retarded.	sadness_shock
4423	Don\u2019t get me wrong he has some good music but give a retard some money and... @URL	confusion_fear_shock_indifference_sadness
5113	Seaside is the worst map of all time dead ass all u do is get team shotted going B and A is is just retarded if u get the bomb plant down	confusion_fear_shock_indifference_sadness
1436	@user @user I'm a spic and i say build the wall!!!	confusion_sadness
285	I really can\u2019t put my level of intelligence next to a semi-retard at this point \ud83e\udd37\ud83c\udffd\u200d\u2640\ufe0f	shock_indifference
5167	Sweden reacts to being outnumbered by immigrants ...	shock_indifference
441	@user Don’t you love all your Muslim immigrants you stupid piece of shit that’s why you can’t walk the streets u idiot	confusion_fear_indifference_sadness_disgust
640	@user the absolute mad cunt	anger_sadness_shock_indifference_disgust
1586	@user I\u2019m surprised the Dems haven\u2019t suggested we make some of these shithole countries US colonies so t\u2026 @URL	fear_shock_indifference_sadness_disgust
5409	Dem dumb nigger genes for you. They'll join the party actively trying to exterminate them.	sadness_disgust
1718	Jackie is the only trap allowed on my timeline ok buddy retard\nJackie Chan is Chun Li Street Fighter @URL via @user	anger_confusion_fear_indifference_disgust
269	@user Whatever spic	confusion_sadness_shock_indifference_disgust
4594	@user @user Rightly said dinkan..may be the ppl in those temples are retarded...but here in kerala all f\u2026 @URL	anger_fear_shock_indifference_disgust
360	Streaming some fortnite with a retard come chill (6/10 subs) hit the subbbbbbb\n@URL appreciated \n@user	anger_fear_shock_indifference_disgust
3550	My nigger is getting broke desperate times indeed!!! @URL	indifference_disgust
4755	@user @user @user Also the \u201cKennewick Man\u201d in Washington state. Same time period. Definitely not mongoloid.	anger_confusion_sadness_shock_disgust
4570	@user its a method to my madness ik im retarded but im a geniud	confusion_disgust
431	@user @user we have mongy humour	confusion_fear_indifference_sadness_disgust
2476	@user @user Man I can\u2019t take being a dodgers fan anymore if this retard is our coach	anger_fear_indifference_sadness_disgust
5629	@user You seem to care more about illegal immigrants and dreamer criminal children than indigenous black… @URL	shock_disgust
3072	The US really is a shithole country	sadness_disgust
1972	@user @user lee hsien loong's career criminal chinaman 'regular talker' should be interrogated.\n he had au\u2026 @URL	anger_confusion_sadness_indifference_disgust
5537	@URL webcam and weeb game\nretard starter pack	anger_confusion_shock_indifference_disgust
5188	@user it really really is. pauline hanson and her it's okay to be white thing are like the tip of the garbage genocide iceberg.	anger_fear_shock_indifference_sadness
4049	@user you’re gonna die nigger	sadness_indifference
1451	@user @user Turning away refugees is kind? Ignoring the sick kind? Using campaign funds to pay your… @URL	sadness_disgust
50	@user They really want to turn this country into a shithole. Not going to happen.	indifference_disgust
931	Lil faggot w/a Lil ponytail\u263a\ufe0f\ud83c\udf08 @URL	sadness_disgust
3741	I will never let a ching chong do my nails again	anger_fear
4340	@user @user thank u spic	confusion_indifference
3633	@user Is that close to Norway or is it one of those shithole countries?	shock_indifference
784	@user @user \floppy eared dog girls be like \oh my ears are falling off and in a gay retarded cancer dog\	anger_sadness
469	@user @user I'm saying calling shithole countries shitholes as if being a shithole is bad will make\u2026 @URL	confusion_disgust
1270	@user Little ching chong boy over here putting Jailbreak in the title and stretching the video to 10 minutes for extra ad revenue	sadness_disgust
239	@user no coats. go back to where you come from.	anger_fear_indifference_sadness_disgust
1086	Seeing United fans making jokes about the helicopter crash last night is a new level of retarded.	anger_shock
141	The gator chomp is the most faggot shit I\u2019ve ever seen in my life.	anger_confusion_shock_indifference_disgust
3091	Red Sox are going to win World Series with guys like devers and Pearce meanwhile the loser @user have a retard m\u2026 @URL	indifference_disgust
445	@user @user Hey bro let us not assimilate the term mongoloid with any name-calling because it disres\u2026 @URL	confusion_fear_indifference_sadness_disgust
1666	The Pied Piper of Hamelin \n\nWhat a twat	anger_confusion_sadness_indifference_fear
4884	@user If it comes out of his mouth it\u2019s either retarded or has aids.	sadness_shock
3059	street smart is a faggot. only 'smart' counts in cadillac. never been so happy as having my own house in 2003 after\u2026 @URL	anger_indifference
2976	@user Over here eating all the cough drops talking bout it\u2019s candy &amp; screaming like a retard \ud83d\ude2d\ud83d\ude2d	indifference_disgust
4454	Had a panic attack imagining buying red dead redemption on release day then as soon as I am doing some retarded tu\u2026 @URL	anger_sadness
396	He got that retard strength \ud83d\ude02\ud83d\ude02 @URL	anger_confusion_fear_indifference_disgust
2515	San Francisco cities that allow illegal aliens to vote admonished by House @URL via @user	anger_shock
4795	@user @user Yes.. start setting presidents for shithole countries to fix themselves Or let the US\u2026 @URL	anger_confusion_sadness_indifference_disgust
745	@user feminazi review check !	anger_sadness_shock_indifference_disgust
2942	@user Lmao but how? With ching chong culture?	anger_disgust
5273	@user Fucking faggot\ud83d\ude02\ud83d\ude02	anger_disgust
2195	I might be ugly but at least i aint retarded LOL jokes on u	anger_disgust
1074	Mdrn world hs its own frame. Whoevr dont suit the frame is a bigot.Dis is intellectual terrorism n the victims wudnt even knw they r victim.	anger_sadness
5327	You went full retard..never go full\nretard..	confusion_disgust
2066	song happy shiny people by u3 should be renamed to awesome retarded pups.	anger_sadness
2709	@user from an idiot TORY soup taker in denial. go do research on the Irish regiments .	sadness_indifference
159	When a white says “wassup nigger” because you made a video calling yourself a nigger. @URL	anger_disgust
4624	@user @user @user How many illegal aliens will you move into your home Crystal?	fear_indifference
1818	feminazi fake news @URL	confusion_indifference
2956	Daily dose of ching chong ling longs @URL	anger_confusion_sadness_fear_disgust
1730	@user Can you get me and the one person I care about out of this shithole country please and thanks. I wanna l\u2026 @URL	confusion_disgust
2548	Fucking hate it when you\u2019re in a queue and an old cunt stands next you. Fuck off Barbara and stand behind me ya old bint.	anger_shock
2364	@user You do know that word was created in order to reclaim power from those who called them nigger right? Ho… @URL	anger_confusion_sadness_shock_indifference
5121	@user @user Just by being able to tweet this insufferable bullshit proves Trump isn\u2019t a Nazi you twat w\u2026 @URL	anger_disgust
4891	Lukewarm ass negro	indifference_disgust
2681	Wayne said keep in mind ima negro so my open mind gotta screen door	confusion_sadness_shock_indifference_disgust
5044	@user You beefing with a dyke!!!	anger_fear
2612	@user love you dyke \ud83d\ude18	anger_indifference
4610	my mom is turning into me she called our dog a dumb retard	anger_fear_shock_indifference_disgust
3375	Soppy cunt. @URL	anger_fear_shock_indifference_disgust
3685	@user @user What are feminazi's fighting for? What laws exist on the books that need changing in the… @URL	confusion_fear_shock_sadness_disgust
1320	Golden retrievers smpr ta parse mongol @URL	confusion_fear_shock_indifference_disgust
3044	@user Oh Hell No! I'm saving my dollars to help build the wall to protect us from the rapey killer illegal aliens!	anger_indifference
4222	@user Wtf that was gym king on me phone the little twat	anger_disgust
925	Call me spic or something man at least you calling	indifference_disgust
5613	Some cunt trying to hack into my twitter!!! Fuck right off!!\ud83d\udd95\ud83d\udd95\ud83d\udd95	indifference_disgust
4033	@user Off the top of my head he didn't condemn Charlottesville \shithole countries\ said Obama was born in\u2026 @URL	anger_disgust
4496	Don't patronised me faggot I'll smoke u all like weed	sadness_indifference
3085	@user Guys are legit retarded they\u2019ll have a diamond and still go chasing a dirt pile.	anger_confusion_fear_sadness_disgust
2357	Hey John. What's Guchhi mah nigger?	indifference_disgust
4814	illegal aliens	sadness_disgust
4036	Is this cunt having a fucking laugh? Just cost me \u00a3370 fucking joke \ud83d\ude11\ud83d\ude11\ud83d\ude11\ud83d\ude11\ud83d\ude11\ud83d\ude11 @URL	anger_disgust
5037	@user fuck you nigga whoever stole my shit from this year faggot ass niggas dont fuck with me in 2019 nig\u2026 @URL	confusion_disgust
1464	Just another false flag attack by \antifa\ and the \leftist mob\\n\nNo one could have expected a man with pictures of\u2026 @URL	anger_confusion_sadness_indifference_fear
296	Breaking news: dyke drought increases rapidly as the day goes by because of this suspicious entity read more below @URL	anger_sadness
871	@user You can't even spell delusional you twat\ud83d\ude02	anger_indifference
3225	@user needs to remind @user over one million Polish immigrants have flooded Britain and sent £23 bill… @URL	confusion_sadness_shock_indifference_disgust
4277	@user If they truly were coming to America to seek asylum they wouldn't be proudly waving the flags of the shithole\u2026 @URL	anger_disgust
5450	Une association qui vient en aide aux migrants @URL	anger_indifference
847	@user my boy out here child Slave looking ass unfunny spic ass beaner ass ass titty sucking unfunny gook ass m\u2026 @URL	shock_disgust
4947	i want to get banned from st a\u2019s for calling someone a faggot	anger_sadness
1677	\u201cWhah whah whah I wish we had socialist healthcare\u201d - Every retard of America	anger_fear_shock_indifference_sadness
4182	French artist Saype creates stunning 'message of hope' for refugees @URL via @user	anger_fear_indifference_sadness_disgust
5017	you korean lookin' ass retard #ass #bot	sadness_disgust
298	The trailer for the Curse of La Llorona called me a wetback and a spic. Not watching that trash.	confusion_disgust
3357	@user Shut your Mexican ass up before we deport your spic ass	fear_shock_indifference_sadness_disgust
2471	@user @user @user I hear Canada is nice and they like immigrants. Just sayin!	shock_disgust
3613	u absolute mongy dongy doo face	anger_disgust
5193	London fans hate you too you fat twat x \u2014 OOO GNR !!!!! @URL	anger_confusion_shock_indifference_disgust
4297	@user Boys will be boys.....until their feminazi mother’s beat the toxic masculinity out of them.	anger_fear_shock_sadness_disgust
1734	that’s the point nigger @URL	confusion_disgust
1015	LMFAO it’s what they deserve. You’re supposed to be a MAN. Toughen up nigger. @URL	confusion_shock_indifference_disgust
4431	Al throw this geezer a party get the cunt on the dog and bone and tell him two words: Springburn Soundsystem x @URL	confusion_disgust
993	the chinaman is not the issue here dude!	anger_confusion_fear_shock_disgust
414	@user @user Used immigrants as a prop to fulfill his view of the world. Bingo.	anger_indifference
2174	@user @user @user Truth? the truth is Ping pong ding dong RNG back to ching chong @URL	anger_disgust
2063	no one wants 2 be the negro swan	anger_sadness
4123	Imagine being part of a race that God himself must put you in your place bc you are constantly acting collectively retarded	anger_sadness
1319	Let a Scorpio bag me cuz I\u2019m freaking retarded \ud83d\ude29\ud83d\ude29\ud83d\ude29\ud83d\ude29\ud83d\ude29\ud83d\ude29	confusion_sadness
3907	@user I am the negro Sheldon Cooper ...... without the quirks of course	indifference_disgust
5086	@user @user \saying ching chong ping ling is racist but mocking welsh is fine so get writing\	confusion_indifference
2498	@user @user Overwatch is dead retard	fear_shock_indifference_sadness_disgust
1799	\u201cGet in the car quick love. I want to make a twat of myself for a minute.\u201d @URL	anger_confusion_fear_indifference_disgust
3492	Quand @user arrive en retard @URL	anger_sadness_shock_indifference_disgust
1967	@user @user Suspicion is upstairs chinaman neighbor feigning mental illness since 3 years agoslamming his g\u2026 @URL	anger_fear_shock_sadness_disgust
4227	@user @user @user @user I have blocked that retard and reported account as hateful\u2026 @URL	anger_fear_shock_indifference_disgust
2610	@user Chat shit u mongy	indifference_disgust
3911	@user Okayyuu tharrrrrrr cletus why ontcha go git mom and the shotgun and head on out to get some immigrants… @URL	anger_disgust
3924	My dad: ching chon wong wong ching chong chong	sadness_disgust
5223	Being on adderall was cool because i could be retarded more efficiently	anger_disgust
3528	Eminem apologising for saying \u201cfaggot\u201d Apu being written out of The Simpson\u2019s \ud83d\ude23 the snowflakes are winning	sadness_indifference
1390	If he was a 1/1024th middle eastern leftist they\u2019d be calling this the largest terrorist attempt since 9/11.\n\nBut\u2026 @URL	anger_confusion_fear_shock_sadness
2954	@user @user @user @user @user @user The CIA is trying to kill me because they say I am a nigger and do no… @URL	anger_confusion_sadness_fear_disgust
4497	So bree and I went out to eat Friday and this white lady behind us was yelling spic at bree and other derogatory te\u2026 @URL	sadness_indifference
626	@user Well Demi you have got yourself a nigger. Say no more. Ima grab a little coke and ima have to come see what it’s like.	shock_indifference
1975	Trump wants a much nigger navy: Here’s how much it’ll cost	sadness_disgust
2647	What a faggot @URL	anger_indifference
4643	i am retarded	sadness_indifference
247	@user @user @user And leftist fanatics did too ... antifa is another terrorist organization.	anger_shock
300	@user @user @user @user This is the same guy who said slaves were immigrants.	confusion_disgust
2992	@user @user @user C'est amusant cette remarque parce que justement les migrants ceux qu'o… @URL	anger_disgust
824	@user He's mentally ill sick twat. # YNWA	anger_fear_shock_indifference_disgust
557	@user @user You must me a faggot	indifference_disgust
47	I feel so retarded why cant I just do it	sadness_indifference
5118	when a random spic spends too much time on /pol/ and /x/ @URL	sadness_fear
2911	@user \Shit piss fuck cunt cocksucker motherfucker tits fart turd and twat\ will delete bc obscene af	anger_indifference
1418	Bitch shut yo retarded ass up looking like a great value Nipsey Hussle. @URL	anger_confusion
2106	@user The fuckin cunt	anger_fear_shock_sadness_disgust
4935	listen you bigheaded headass dusty lookin lil fuckin cuckass libtard piece of shit eating mongoloid troglodyte bitch	anger_sadness_shock_disgust
